buy,AAPL,2021-05-21T08:00,"Spotify Shares Move Higher; Co Rolling Out Ability To Download Playlists, Albums, Podcasts On Apple Watch"
sell,CLF,2021-05-20T13:00,"8 Materials Stocks With Unusual Options Alerts In Today's Session"
buy,HD,2021-05-20T16:00,"The Home Depot Announces New $20B Buyback"
buyStrong,MSEX,2021-05-20T16:00,"Middlesex Water Company Files Petition With New Jersey Board Of Public Utilities Requesting An Increase Of Approximately $31M To Its Base Rates In Its Middlesex System."
sell,SQBG,2021-05-20T10:00,"Canopy Growth Names Martha Stewart As Its Official Strategic Advisor"
sell,BIDU,2021-05-20T12:00,"What 14 Analyst Ratings Have To Say About Baidu"
sell,CLR,2021-05-20T17:00,"Continental Resources 8-K Shows Co. Approved Transition Of Harold Hamm From Exec. Chair To Chairman Of The Board"
sell,PFE,2021-05-21T08:00,"Japan Approves AstraZeneca's COVID Vaccine, But Puts Use on Hold Amid Blood Clot Concern"
buyStrong,SGOC,2021-05-20T16:00,"SGOCO Announces Receipt of Deficiency Letter From Nasdaq"
sell,FORTY,2021-05-20T11:00,"Formula Systems Clocks Record Q1 Earnings"
sell,COMM,2021-05-21T08:00,"CommScope shares are trading higher after Evercore ISI Group upgraded the stock from In-Line to Outperform and raised its price target from $19 to $24 per share."
buyStrong,CLWT,2021-05-20T14:00,"Euro Tech shares re trading higher, not seeing company-specific news from the session."
sell,CMG,2021-05-20T16:00,"'Halftime Report' Traders Discuss ViacomCBS And Chipotle Upgrades"
buyStrong,BKE,2021-05-21T08:00,"Buckle shares are trading higher after the company reported Q1 EPS results up from last year and better-than-expected Q1 sales results."
buyStrong,TGLS,2021-05-20T12:00,"Tecnoglass shares are trading higher on above-average volume. Not seeing any company-specific news to justify the price action in the low-float stock."
buyStrong,TIPT,2021-05-20T10:00,"Ex-Dividend Date Insight: Tiptree"
sell,ZNGA,2021-05-20T12:00,"Harry Potter, Jurassic World and Disney Mobile Game Company Jam City Lands SPAC Deal"
sell,EBMT,2021-05-21T09:00,"Eagle Bancorp Montana Highlights Commencement Of Modified Dutch Auction Tender Offer For Purchase Of Up To $6M In Common Stock At Price Between $24 And $26.25/Share"
sell,IP,2021-05-20T13:00,"8 Materials Stocks With Unusual Options Alerts In Today's Session"
buy,GEF,2021-05-20T17:00,"Greif Raises Q2 2021 EPS Guidance From $0.96-$1.06 To $1.11-$1.15"
buyStrong,OMER,2021-05-20T14:00,"Omeros shares are trading lower after the company announced the FDA said it will require additional time to review the Biologics License Application for narsoplimab."
sell,AIZ,2021-05-21T07:00,"B of A Securities Initiates Coverage On Assurant with Buy Rating, Announces Price Target of $207"
sell,CRTO,2021-05-20T11:00,"Criteo Acquires Retail Media Company Mabaya For Undisclosed Terms"
sell,LOW,2021-05-20T12:00,"Where Lowe's Companies Stands With Analysts"
sell,FTNT,2021-05-20T16:00,"Watching Cybersecurity Stocks Following Tweet From Bloomberg Reporter 'We are about to publish a huge ransomware story.'"
sell,AZN,2021-05-21T08:00,"Japan Approves AstraZeneca's COVID Vaccine, But Puts Use on Hold Amid Blood Clot Concern"
sell,CNA,2021-05-20T16:00,"CNA Financial Paid $40M In Ransom After March Attack; Says Payment Bigger Than Previously Disclosed Ransoms"
buy,SABR,2021-05-21T06:00,"American Airlines Says Sabre Had Technical Issue That Impacted Multiple Carriers, Including American; Says Technical Issue Has Been Resolved"
buy,PGR,2021-05-20T11:00,"Price Over Earnings Overview: Progressive"
sell,JD,2021-05-21T09:00,"Susquehanna Maintains Neutral on JD.com, Lowers Price Target to $80"
sell,FCX,2021-05-20T13:00,"8 Materials Stocks With Unusual Options Alerts In Today's Session"
sell,PXD,2021-05-21T08:00,"Pioneer Natural Resources shares are trading higher after Scotiabank upgraded the stock from Sector Perform to Sector Outperform and raised its price target from $175 to $185."
sell,AJG,2021-05-21T08:00,"B of A Securities Initiates Coverage On Arthur J. Gallagher with Underperform Rating, Announces Price Target of $133"
sell,CNI,2021-05-20T16:00,"Kansas City Southern To Strike Deal With Canadian National Instead; Decision Could Be Unveiled By Friday"
buyStrong,MDLY,2021-05-20T15:00,"Medley Mgmt. Shares Spike To Session High On Volume, Up ~13%; Not Seeing News To Justify Move Higher But Keep In Mind This Has Been A Low-Float Momentum Play; Stock Has ~1.1M Shares In Its Float"
sell,AMAT,2021-05-21T09:00,"Susquehanna Maintains Positive on Applied Materials, Raises Price Target to $170"
sell,ORBC,2021-05-20T10:00,"ORBCOMM Reports Global Commercial Reseller Deal With Unseenlabs to Offer Space-Collected Radio Frequency Services For Maritime Surveillance Applications To Co.'s Gov't., Commercial Customers, No Terms Disclosed"
sell,UAL,2021-05-20T10:00,"United Airlines To Resume Service At Manchester-Boston Regional Airport In June 2021"
sell,LPG,2021-05-20T10:00,"5 Value Stocks In The Energy Sector"
sell,CATO,2021-05-20T13:00,"Cato Corporation Resumes Dividend Of $0.11"
sell,CNQ,2021-05-20T12:00,"Understanding Canadian Natural Res's Unusual Options Activity"
sell,MRK,2021-05-20T14:00,"Oncolytics Pelareorep/Pembrolizumab Combo Therapy Shows Anti-Cancer Activity In Pancreatic Cancer"
sell,ATOS,2021-05-21T09:00,"Atossa Therapeutics CEO To Participate In May 24 Virtual Meeting To 'Brief the U.S. Congress On His Research Investigating the Origin of the COVID-19 Pandemic'"
buyStrong,NTP,2021-05-20T12:00,"Nam Tai Property shares are trading higher. Not seeing any company-specific news to justify the price action in the low-float stock."
sell,VALE,2021-05-20T13:00,"8 Materials Stocks With Unusual Options Alerts In Today's Session"
sell,QCOM,2021-05-20T16:00,"'Halftime Report' Traders Advise Viewers On Snowflake, DocuSign And More"
sell,WFC,2021-05-20T10:00,"Wells Fargo Says Will Liquidate Central Fidelity Capital Trust I And Wachovia Capital Trust II Resulting In Cancellation Of Capital Securities And Distribution Of Underlying Debentures To Holders"
sell,ESE,2021-05-20T11:00,"ESCO Technologies to Acquire Utility Technology Supplier Altanova for Undisclosed Terms"
sell,LMRK,2021-05-21T09:00,"Landmark Infrastructure Partners shares are trading higher after Wells Fargo upgraded the stock from Underweight to Equal-Weight and raised its price target from $8 to $13 per share."
sell,CYBR,2021-05-20T16:00,"Watching Cybersecurity Stocks Following Tweet From Bloomberg Reporter 'We are about to publish a huge ransomware story.'"
sell,COG,2021-05-20T13:00,"Looking Into Cabot Oil &amp; Gas's Return On Capital Employed"
sell,FDX,2021-05-20T12:00,"What 7 Analyst Ratings Have To Say About FedEx"
sell,OFS,2021-05-20T10:00,"A Look Into Financial Services Sector Value Stocks"
buyStrong,SNY,2021-05-20T14:00,"Sanofi's Amcenestrant Combo Therapy Shows ORR of 34% In Breast Cancer Patients"
buyStrong,PANW,2021-05-21T09:00,"Why Palo Alto Networks Is Trading Higher Today"
sell,NFLX,2021-05-21T09:00,"'Netflix Seeks Executive to Expand Game Efforts' -The Information Report"
sell,GGB,2021-05-20T13:00,"8 Materials Stocks With Unusual Options Alerts In Today's Session"
sell,ULTA,2021-05-21T09:00,"JP Morgan Maintains Overweight on Ulta Beauty, Raises Price Target to $357"
buy,WWE,2021-05-21T08:00,"WWE To Return To Live Event Touring With 25-City Schedule Through Labor Day; BZ NOTE: It Appears Only 3 Of The Shows Have Been Announced"
sell,KR,2021-05-21T08:00,"Kroger Family Of Companies Reaches Agreement With Local Unions To Improve Security, Stability Of Future Pension Benefits For Associates"
sell,PNFP,2021-05-21T08:00,"Seaport Global Initiates Coverage On Pinnacle Finl Partners with Buy Rating, Announces Price Target of $103"
sell,LAD,2021-05-21T08:00,"Cramer Weighs In On Hyliion, Paysafe And More"
sell,DAL,2021-05-21T08:00,"Delta Airlines Names Dan Janki As New EVP, CFO"
sell,BMY,2021-05-20T14:00,"Bristol-Myers Squibb Says FDA Approves Opdivo As Adjuvant Treatment Of Completely Resected Esophageal Or Gastroesophageal Junction Cancer In Patients Who Have Received Neoadjuvant Chemoradiotherapy"
sell,MCD,2021-05-20T23:00,"What's Going On With Urban One Stock?"
sell,CIDM,2021-05-20T12:00,"Are These 3 Penny Stocks About To Rally?"
sell,QURE,2021-05-21T07:00,"UBS Initiates Coverage On uniQure with Neutral Rating, Announces Price Target of $40"
sell,PIM,2021-05-20T10:00,"Understanding Putnam Master's Ex-Dividend Date"
sell,LB,2021-05-21T08:00,"Morgan Stanley Maintains Overweight on L Brands, Raises Price Target to $84"
sell,DRD,2021-05-20T13:00,"8 Materials Stocks With Unusual Options Alerts In Today's Session"
buyStrong,ROST,2021-05-21T08:00,"Ross Stores shares are trading higher after the company reported better-than-expected Q1 EPS and sales results and announced a $1.5 billion buyback."
sell,ETH,2021-05-20T10:00,"Crypto: Look Out Below - Three Market Technicians See Further Downside, But There's A Potential Bright Spot In The Crypto Orbit"
sell,DRI,2021-05-20T16:00,"'Halftime Report' Traders Discuss ViacomCBS And Chipotle Upgrades"
sell,PLCE,2021-05-21T08:00,"B. Riley Securities Maintains Neutral on Children's Place, Raises Price Target to $92"
sell,LH,2021-05-20T12:00,"Analyst Ratings for Laboratory Corp"
sell,GOOGL,2021-05-21T07:00,"Google Ends Autonomy Talks With Its DeepMind AI Unit"
buyStrong,MTL,2021-05-20T12:00,"Mechel PAO shares are trading higher after the company reported Q1 earnings results."
sell,GHL,2021-05-20T10:00,"A Look Into Financial Services Sector Value Stocks"
sell,SPG,2021-05-21T08:00,"Piper Sandler Maintains Overweight on Simon Property Group, Raises Price Target to $150"
sell,URBN,2021-05-20T11:00,"Shares of retail and apparel companies are trading lower as notable names in the sector, including Kohl's and Ralph Lauren, fall despite strong quarterly earnings."
buyStrong,VFC,2021-05-21T08:00,"VF shares are trading lower after the company reported worse-than-expected Q4 EPS results."
sell,MA,2021-05-20T17:00,"Traders Bet Big On Mastercard's Stock"
sell,FANG,2021-05-21T08:00,"Diamondback Energy shares are trading higher after Scotiabank upgraded the stock from Sector Perform to Sector Outperform and raised its price target from $86 to $95 per share."
sell,AMC,2021-05-20T10:00,"AMC Entertainment Option Alert: Jun 11 $15 Calls Sweep (19) above Ask!: 200 @ $1.27 vs 1533 OI; Ref=$12.185"
sell,AMD,2021-05-20T11:00,"Could Tesla, Square And AMD Breakdown Soon?"
sell,BOTJ,2021-05-20T12:00,"Bank Of The James Financial Declares 10% Stock Dividend"
sell,AMH,2021-05-21T08:00,"Morgan Stanley Maintains Equal-Weight on American Homes 4 Rent, Raises Price Target to $38"
buy,MO,2021-05-20T15:00,"Altria Reaffirms FY21 Earnings Guidance"
sell,SNOW,2021-05-20T16:00,"'Halftime Report' Traders Advise Viewers On Snowflake, DocuSign And More"
sell,CAE,2021-05-20T11:00,"A Look Into CAE's Debt"
sell,MS,2021-05-20T12:00,"Oatly Rallies On Nasdaq Debut: What Investors Need To Know"
sell,GLOP,2021-05-20T10:00,"5 Value Stocks In The Energy Sector"
buyStrong,DSX,2021-05-21T08:00,"Diana Shipping shares are trading higher after the company reported Q1 EPS and sales results."
sell,PLUG,2021-05-20T11:00,"Is Now The Time To Buy Stock In Plug Power Or Hyliion?"
sell,MOSY,2021-05-20T13:00,"MoSys Stock Soars, But Is It Time To Sell?"
sell,TSM,2021-05-21T05:00,"Apple Supplier TSMC On How Repeat Of Crippling Chip Shortage Can Be Avoided In Future"
buy,KAI,2021-05-20T16:00,"Kadant Announces $20M Buyback"
sell,NC,2021-05-20T10:00,"5 Value Stocks In The Energy Sector"
sell,EBAY,2021-05-20T15:00,"EXCLUSIVE: Payoneer CEO Talks Partnerships, Growth Strategy, Earnings On 'SPACs Attack'"
sell,SNPS,2021-05-20T11:00,"A Look Into Synopsys Price Over Earnings"
sell,TREE,2021-05-20T14:00,"LendingTree shares are trading higher after Northland Capital Markets upgraded the stock from Market Perform to Outperform and announced a price target of $225 per share."
sell,ANF,2021-05-20T11:00,"Shares of retail and apparel companies are trading lower as notable names in the sector, including Kohl's and Ralph Lauren, fall despite strong quarterly earnings."
sell,DISH,2021-05-21T07:00,"Benchmark Initiates Coverage On DISH Network with Buy Rating, Announces Price Target of $62"
buyStrong,KAR,2021-05-21T08:00,"KAR Auction Services shares are trading higher after B of A Securities upgraded the stock from Neutral to Buy."
sell,CRM,2021-05-20T15:00,"'Fast Money Halftime Report' Picks For May 20"
buy,PLUS,2021-05-20T16:00,"Recap: ePlus Q4 Earnings"
sell,BIIB,2021-05-21T08:00,"Biogen, Ginkgo Bioworks In Gene Therapy Collaboration Worth $120M"
sell,JPM,2021-05-20T17:00,"JPMorgan Chase Launches Morgan Health: What Investors Need To Know"
sell,BURL,2021-05-21T06:00,"Telsey Advisory Group Maintains Outperform on Burlington Stores, Raises Price Target to $370"
sell,NCLH,2021-05-20T10:00,"Royal Caribbean Shares Falling As Traders Circulate Recent Co. Blog Post 'Royal Caribbean cancels all Vision of the Seas cruises Bermuda'"
sell,KEYS,2021-05-20T11:00,"P/E Ratio Insights for Keysight Technologies"
sell,LPLA,2021-05-21T07:00,"Credit Suisse Downgrades LPL Finl Hldgs to Neutral, Announces $166 Price Target"
buyStrong,OXBR,2021-05-20T14:00,"Oxbridge Re Holdings shares are trading higher. Not seeing company-specific news from the session."
sell,VIPS,2021-05-20T11:00,"P/E Ratio Insights for Vipshop Holdings"
sell,BAC,2021-05-20T12:00,"Unusual Options Activity Insight: Bank of America"
buy,BAH,2021-05-21T07:00,"Booz Allen Hamilton: Q4 Earnings Insights"
buyStrong,KSS,2021-05-20T11:00,"Kohl's shares are trading lower despite better-than-expected Q1 results and raised FY21 guidance."
sell,KSU,2021-05-21T08:00,"CP Says Remains Ready To Re-engage With KCS; CP To Proceed With STB Application Process"
sell,EGO,2021-05-20T11:00,"3 Stocks To Consider For The Gold Rally"
sell,CCL,2021-05-20T17:00,"Carnival Cruises' Holland America Line To Restart Cruising From Seattle To Alaska As Of Jul. 24"
sell,MGI,2021-05-21T08:00,"UPDATE: Ripple Now Has No Ownership Interest In Co. And Ripple's Right To Appoint Moneygram Board Observer Has Terminated"
sell,BRC,2021-05-20T12:00,"Return on Capital Employed Overview: Brady"
sell,MGM,2021-05-20T15:00,"NBA, Action Network, BetMGM Partner On New Sports Betting Show"
sell,NIO,2021-05-20T16:00,"What's Going On With Nio, Li Auto, Xpeng, Alibaba And Pinduoduo Stock Today?"
sell,CDNS,2021-05-20T11:00,"Cadence Highlights New Cadence Spectre FX Simulator"
sell,GILD,2021-05-21T07:00,"'Fast Money' Traders Weigh In On IBB And Gilead"
